t;x1;x2;x3;dx1;dx2;dx3;y1;y2;y3
60;0.358253132486166;0.0207418918364471;0.0770478626040857;0.00508343787211102;0.000548190136630069;0.0016984205894596;0.359469903254974;0.0177331037030368;0.0760019198051026
61;0.363336570358277;0.0212900819730772;0.0787462831935453;0.00524446917589932;0.000459520390152148;0.00150175686010375;0.365475075919338;0.023706795654711;0.0802172800603601
62;0.368581039534176;0.0217496023632294;0.0802480400536491;0.00512559307062171;0.000634108729760462;0.00164522363507404;0.372845751845055;0.0172853905353913;0.0771333359632851
63;0.373706632604798;0.0223837110929898;0.0818932636887231;0.0050598041390828;0.000305210514105668;0.00160833698108094;0.375447230386619;0.0256654246805295;0.0835239785706161
64;0.378766436743881;0.0226889216070955;0.083501600669804;0.00514458840851961;0.000551009196280115;0.00150230296126115;0.381036003051184;0.0195878375692031;0.0829557619654959
65;0.3839110251524;0.0232399308033756;0.0850039036310652;0.0050009243634026;0.0006160456388924;0.00162654899257407;0.381144311026732;0.0272697960839527;0.0885112974825489
66;0.388911949515803;0.023855976442268;0.0866304526236392;0.00497803573780287;0.000600125332585702;0.00172770160043567;0.388595221678439;0.0261429104469793;0.0819001858506736
67;0.393889985253606;0.0244561017748537;0.0883581542240749;0.00494081672149627;0.000745575848627573;0.00162159372118452;0.39016589366808;0.0247642027919262;0.0843861865460909
68;0.398830801975102;0.0252016776234813;0.0899797479452594;0.00462520313448339;0.000378116843412209;0.00151362428447102;0.401430656726443;0.021210206889197;0.0846869116872999
69;0.403456005109586;0.0255797944668935;0.0914933722297305;0.00497206636446457;0.000420116030921444;0.0016768277936068;0.407965375310594;0.0237574214317033;0.0940303045507664
70;0.40842807147405;0.0259999104978149;0.0931702000233373;0.00496589188629321;0.000546731819916116;0.00162504418996298;0.409732059044919;0.0271117011975907;0.0927826020468384
71;0.413393963360343;0.026546642317731;0.0947952442133002;0.00494427821113963;0.000558574578517532;0.00171777956079287;0.416732192282139;0.0240868246911387;0.0977558065335754
72;0.418338241571483;0.0271052168962486;0.0965130237740931;0.00486043245829709;0.000668957809653706;0.00158521198625861;0.418460489799682;0.0277022379976447;0.097080817421569
73;0.42319867402978;0.0277741747059023;0.0980982357603517;0.00484855507543341;0.000436601459355639;0.00180768394067375;0.421507100640166;0.0255840656133089;0.0890339529895498
74;0.428047229105213;0.0282107761652579;0.0999059197010255;0.00496212487263875;0.000704018606619391;0.00175611668871757;0.42710124769754;0.0274674187893443;0.101623600538549
75;0.433009353977852;0.0289147947718773;0.101662036389743;0.00502668683318391;0.000470853786503599;0.00149656848045281;0.432818824536334;0.0261803454931632;0.10010220243557
76;0.438036040811036;0.0293856485583809;0.103158604870196;0.00484483311088507;0.000642238508221992;0.00152529011246513;0.438984663756987;0.0303957862403925;0.101549094156638
77;0.442880873921921;0.0300278870666029;0.104683894982661;0.00474732136923239;0.000533268015494803;0.00165690001969374;0.437269713651511;0.0291518705334304;0.103960667551115
78;0.447628195291154;0.0305611550820977;0.106340795002355;0.00485330197141087;0.000591756141038641;0.00181688833775405;0.44424778267078;0.0356985173572975;0.107142720521588
79;0.452481497262564;0.0311529112231363;0.108157683340109;0.00476309289998716;0.000709255531721045;0.00176442658797261;0.45731081490066;0.0324564670674422;0.111932839350743
80;0.457244590162552;0.0318621667548574;0.109922109928081;0.00484034639649555;0.000568069061149153;0.00172267707815893;0.454399336881866;0.0394810562439777;0.108793230857067
81;0.462084936559047;0.0324302358160065;0.11164478700624;0.00474793512091842;0.00035676651858834;0.00166184180615675;0.459367873240484;0.0328530728594049;0.113530361570074
82;0.466832871679966;0.0327870023345949;0.113306628812397;0.00471978341014845;0.000569601777518414;0.00168528594288664;0.469375394962638;0.034747132020245;0.113155140206715
83;0.471552655090114;0.0333566041121133;0.114991914755284;0.0048082649524252;0.000617149818180146;0.00185686659899519;0.471594947996251;0.0342084571973237;0.120383222472757
84;0.476360920042539;0.0339737539302934;0.116848781354279;0.00488584175252094;0.000474324351323274;0.00172225638350848;0.476436189083847;0.0349392378244261;0.112369630810567
85;0.48124676179506;0.0344480782816167;0.118571037737787;0.00484228900054007;0.00076400732812295;0.00159958763073156;0.478159541990695;0.0322032817196014;0.120238666228123
86;0.4860890507956;0.0352120856097397;0.120170625368519;0.0047262255250925;0.000681457205542413;0.00167280306196257;0.482843443783278;0.0345751310071453;0.120627753467771
87;0.490815276320693;0.0358935428152821;0.121843428430482;0.00462020470668928;0.000443071139532389;0.00170616028745389;0.490111931235121;0.0362446720343958;0.119333344411956
88;0.495435481027382;0.0363366139548145;0.123549588717935;0.00464389284756667;0.000580730187117608;0.00171343456717621;0.497024986623952;0.0369387493550682;0.119445849074732
89;0.500079373874949;0.0369173441419321;0.125263023285112;0.00464060700322522;0.000640827576688645;0.0017249579021982;0.503918831857873;0.0371003001879656;0.127485878135271
90;0.504719980878174;0.0375581717186207;0.12698798118731;0.00444730151111572;0.000463152082047717;0.00182854602397217;0.498989417371988;0.0398090754168226;0.123826528668715
91;0.50916728238929;0.0380213238006684;0.128816527211282;0.00487128068286546;0.000668221196518395;0.00183114445523558;0.512600302855495;0.0353658135095342;0.128145938101052
92;0.514038563072155;0.0386895449971868;0.130647671666518;0.00467073320729872;0.000517838847847694;0.00173630367704397;0.514360622410325;0.0403075959505044;0.133524849081645
93;0.518709296279454;0.0392073838450345;0.132383975343562;0.00452273642727763;0.000708949568167576;0.00180770049425499;0.520431831959046;0.0386697580602276;0.132258564260504
94;0.523232032706731;0.0399163334132021;0.134191675837817;0.00455198081667052;0.000577985842909558;0.00159260852291584;0.524312751864723;0.0449815607558115;0.134983189956308
95;0.527784013523402;0.0404943192561117;0.135784284360732;0.00459862270152933;0.000611562520273001;0.00164691199959183;0.526232729344333;0.0412586759237983;0.134839364367314
96;0.532382636224931;0.0411058817763847;0.137431196360324;0.00456357376014849;0.000704836013472952;0.00182730227923505;0.537270679583115;0.043819928226614;0.134946578958403
97;0.53694620998508;0.0418107177898576;0.139258498639559;0.00471412544887662;0.000653796587349646;0.00164604068896848;0.535761171866478;0.0422892345609468;0.139195720081972
98;0.541660335433956;0.0424645143772073;0.140904539328528;0.0044991659214576;0.000728379387538322;0.00189232170094913;0.538047018738562;0.0440389341909586;0.136096892053202
99;0.546159501355414;0.0431928937647456;0.142796861029477;0.00441892206628014;0.000542504136440393;0.00179050438324582;0.544629404149515;0.0431658061367743;0.142683022829378
