time;y1;y2;y3;u1;u2;x1;x2;x3
191;0.4695138;0.057228959999999995;0.2411976;0;0;0.4716093540710761;0.056852269883083915;0.23953817090617022
192;0.465853;0.05706319999999998;0.24152720000000003;0;0;0.4684668279314911;0.056922696348550655;0.23983379526344067
193;0.46202580000000004;0.05673168000000001;0.2420216;0;0;0.4652747144306246;0.05697168625435175;0.24010217125332836
194;0.45869780000000004;0.05656591999999999;0.24235120000000002;0;0;0.4620240262510734;0.05698969904150375;0.2403427065847687
195;0.4548706;0.05656591999999999;0.24235120000000002;0;0;0.45878057177656184;0.0569827552040895;0.24055505224932494
196;0.4515426;0.05640016000000003;0.242516;0;0;0.45549237572028684;0.05695786561156631;0.24073794374057886
197;0.4482146;0.05623440000000002;0.242516;0;0;0.4522284950327174;0.05690894964565499;0.24089087792566075
198;0.4445538;0.05606864;0.24268080000000003;0;0;0.44899606009704934;0.056837993917003185;0.2410143794072978
199;0.44089300000000003;0.05573712000000003;0.24301040000000002;0;0;0.4457390381066006;0.05674913194188817;0.24111078828982346
200;0.4373986;0.055239839999999985;0.24301040000000002;0;0;0.4424531015894311;0.05664056289004401;0.2411784738003178
201;0.4373986;0.055074080000000025;0.24268080000000003;0;0;0.43916801238189307;0.056513263630303914;0.24121643972295595
202;0.43407060000000003;0.054742559999999996;0.24268080000000003;0;0;0.43632122143629176;0.056368710374469534;0.24122496163535476
203;0.4305762;0.05457679999999998;0.24268080000000003;0;0;0.4334513860292899;0.05621276841780496;0.24120763282705066
204;0.4270818;0.05441104000000002;0.24268080000000003;0;0;0.4305304163685822;0.05605341053985897;0.24116470572888166
205;0.4237538;0.05424528000000001;0.24268080000000003;0;0;0.42756568009933804;0.05588857977309293;0.2410972606997359
206;0.420925;0.05424528000000001;0.24235120000000002;0;0;0.42458433951793184;0.05571851769008601;0.24100408163239329
207;0.417597;0.05374800000000002;0.24218640000000002;0;0;0.421648457075969;0.05554977311280069;0.24088443995961126
208;0.4144354;0.05374800000000002;0.24218640000000002;0;0;0.418693530215416;0.05537430747772143;0.24073940501251345
209;0.4112738;0.05341647999999999;0.2420216;0;0;0.4157317653073607;0.05519753208726695;0.24057001897722083
210;0.40811220000000004;0.05325072000000003;0.24152720000000003;0;0;0.4127708135509757;0.05501670877401809;0.2403758148058287
211;0.40495060000000005;0.0529192;0.24152720000000003;0;0;0.4098014048516098;0.05483767969471676;0.240156661833038
212;0.40495060000000005;0.0529192;0.24136240000000003;0;0;0.40685051745935324;0.054655712844282625;0.23991244057638392
213;0.401789;0.052256159999999996;0.24103280000000002;0;0;0.4042840025015054;0.054477483082888856;0.2396458053013298
214;0.3986274;0.052256159999999996;0.2407032;0;0;0.40166806416292844;0.05429311545908145;0.2393579933628711
215;0.3961314;0.052256159999999996;0.24037360000000002;0;0;0.3989979231042484;0.05411256049085828;0.23904977369403324
216;0.393469;0.05175888000000001;0.24020880000000003;0;0;0.3963763949531598;0.05393611100369501;0.23872158210589112
217;0.3906402;0.05175888000000001;0.24004400000000004;0;0;0.39377486342874923;0.05375504373777767;0.238373538768403
218;0.387645;0.05159311999999999;0.23954960000000003;0;0;0.3911642389065763;0.05357952709433535;0.23800518105777646
219;0.38464980000000004;0.05159311999999999;0.23922000000000002;0;0;0.3885176223816273;0.05340140122808872;0.23761740265725903
220;0.380989;0.05093007999999999;0.23773680000000003;0;0;0.38585640816750333;0.05322653299349457;0.23721081316375972
221;0.3774946;0.05142735999999998;0.23740720000000004;0;0;0.38309343805981527;0.053041599054280866;0.23678224670969142
222;0.375165;0.05126160000000002;0.23740720000000004;0;0;0.38028156741514374;0.05286508422972768;0.23633357061275195
223;0.375165;0.05093007999999999;0.23724240000000002;0;0;0.37753857741745794;0.05268302889516379;0.2358655857394663
224;0.3725026;0.050598560000000015;0.23724240000000002;0;0;0.37513288974091386;0.05249931423486191;0.23537908727600165
225;0.37033940000000004;0.0504328;0.23658320000000002;0;0;0.3727202534450632;0.05230806051576914;0.23487742341219914
226;0.36684500000000003;0.050267039999999985;0.2357592;0;0;0.37035943852185566;0.05211542520696974;0.23435963389858422
227;0.3638498;0.050267039999999985;0.23477040000000002;0;0;0.36788092716227927;0.05192236448787526;0.23382468554678057
228;0.3606882;0.050267039999999985;0.23411120000000002;0;0;0.3653540780939755;0.051727146086501814;0.2332712372697023
229;0.3581922;0.049769759999999996;0.2336168;0;0;0.36277751853993867;0.05153249162938008;0.23270051129322586
